given,family,sequence,affiliation,DOI
Adebayo Ola,Afolaranmi,additional,Lead City University Ibadan Nigeria,10.20935/al874
Paul M. W.,Hackett,first,University of Suffolk; Emerson College,10.20935/al1173
Kendall,Cowle,additional,Birmingham City University,10.20935/al1173
Terrell,Strayhorn,first,,10.20935/al1786
Wilfried,Bolewski,first,,10.20935/al1245
Daljeet,Sandu,additional,,10.20935/al1245
Andrew Aor,TYOAKAA,first,,10.20935/al939
Charles Gabriel,Iortimah,additional,,10.20935/al939
Orfega,Zwawua,additional,,10.20935/al939
Roslina,Abdul Latif,first,,10.20935/al944
Pete,Moorhouse,first,,10.20935/al932
Nava,sevilla sadeh,first,Tel Aviv University,10.20935/al347
Debarpita,Ghosal,first,"Department of Chemical Engineering, C V Raman Global University, Odisha, India",10.20935/al974
Rajdeep,Kaur,additional,"Department of Chemical Engineering, C V Raman Global University, Odisha, India",10.20935/al974
Dipak A,Jadhav,additional,"Department of Agricultural Engineering, Maharashtra Institute of Technology",10.20935/al974
Kevin,Denny,additional,,10.20935/al159
Roberto,Polito,first,,10.20935/al385
Courtney,Weida,first,Adelphi University,10.20935/al472
Alim Al Ayub,Ahmed,first,,10.20935/al1379
Matthew,Pulis,first,,10.20935/al1558
Temitope,Ogundare,first,,10.20935/al1262
Obinna,Okonkwo,additional,,10.20935/al1262
Keld,Buciek,first,Roskilde University,10.20935/al1406
John,Moono,first,,10.20935/al1336
Arnon,Levy,first,Independent researcher,10.20935/al1271
Yusuf,IŞIK,first,,10.20935/al1758
Áron,Németh,first,,10.20935/al836
Dr. Shah,Ubaid-ullah,additional,,10.20935/al929
Sarah,Fayed,first,,10.20935/al723
Edward,de la Rey,first,,10.20935/al527
Kelly,Leung,first,City University of Hong Kong,10.20935/al719
Paulo,Fontes,first,Centre for Humanistic Studies at the University of the Azores,10.20935/al1250
Celso,Vieira,first,Ruhr Universität Bochum,10.20935/al1183
Cristina,Lincaru,additional,,10.20935/al532
Ross,Turner,first,,10.20935/al1571
susmita,mitra,first,,10.20935/al656
José Antonio,López Sabatel,additional,Universidad Nacional de Educación a Distancia (UNED),10.20935/al736
Adrian,Treves,first,,10.20935/al514
Chelsea,Batavia,additional,,10.20935/al514
evrim,özkan töre,first,,10.20935/al1085
zeynep ayşe,gökşin,additional,,10.20935/al1085
yasemin,erkan yazıcı,additional,,10.20935/al1085
Alessandro,Fantoni,first,,10.20935/al947
Caterina,Serafinelli,additional,,10.20935/al947
Roger S.,Gottlieb,additional,,10.20935/al558
Zachary,Reznichek,additional,,10.20935/al887
Whidden,Lynn,first,,10.20935/al238
Paul,Shore,additional,,10.20935/al238
Abdus,Shabur,first,,10.20935/al775
Monowar Wadud,Hridoy,additional,,10.20935/al775
Muhammad,Ingratubun,first,Institut Pertanian Bogor (IPB),10.20935/al863
Brishti,Sen Banerjee,first,,10.20935/al1182
Nana Amma,Adjovu,first,Euclid University,10.20935/al707
Frieda B.,Taub,additional,"School of Aquatic and Fishery Sciences, University of Washington, Seattle, WA",10.20935/al464
Paulo Nuno,Martins,first,,10.20935/al1209
Devinder Pal,Singh,first,CanBridge Learning,10.20935/al982
Antonella,Nuzzaci,first,University of L'Aquila,10.20935/al859
Fred,Morton,first,,10.20935/al905
Edmund,Edwards McKinnon,first,ISEAS,10.20935/al443
Tshepo,Teele,additional,"Institute for Community Engagement and Development Directorate, MangosuthuUniversity of Technology",10.20935/al1102
Zafar,Turakulov,first,retired,10.20935/al496
Syed Rafid,Tahmid,first,North South University,10.20935/al1217
Ahsan,Ali,additional,North South University,10.20935/al1217
Mohammad Nahid,Hassan,additional,North South University,10.20935/al1217
Oscar,Sotolongo-Costa,first,UH,10.20935/al662
Isaac,Rodriguez,additional,,10.20935/al662
Luis,de Rivera,first,,10.20935/al899
Anansha,Borthakur,first,Post Graduate student at Jawaharlal Nehru University,10.20935/al1204
Francesco,Nardelli,first,IUCN/SSC Asian Rhinos Specialist Group,10.20935/al983
Swasti,Bisai,first,"Department of English Literature, The EFL University, Regional Campus, Shillong, Meghalaya, India",10.20935/al1661
Realito Adamugy Ussene,Momade,first,,10.20935/al1837
Alusk Maciel,Santos,first,Universidade Federal do Rio Grande do Norte,10.20935/al1656
Yoram,Har-Lev,first,,10.20935/al1428
Muhammad Zahid,Iqbal,first,,10.20935/al1727
Lavoslava,Benčić,first,,10.20935/al1108
Aditi,Dasgupta,first,,10.20935/al1797
Özgür,Yılmaz,first,,10.20935/al1089
Dr.apurba,patra,first,"All India Institute of Medical Sciences, Bathinda, India",10.20935/al1144
Alex,Stoikos,first,,10.20935/al1591
Brendan,McNamee,first,,10.20935/al1347
Kurt,Readman,first,,10.20935/al2256
Maurice,Tetne,additional,,10.20935/al622
Louay,Fatoohi,first,,10.20935/al1618
Luca,Antonellini,first,,10.20935/al1051
Atal,Ahmadzai,first,,10.20935/al1278
Jacob,Hornik,first,,10.20935/al1175
Francesco,Bono,first,,10.20935/al1176
Dr. Minas,Khatchadourian,first,,10.20935/al1114
Osama,Youssef,first,"Huntsman Cancer Institute, Univeristy of Utah",10.20935/al1247
Samuel,Cheshier,additional,"Huntsman Cancer Institute, Univeristy of Utah",10.20935/al1247
PhD. Joana,Kosho,first,,10.20935/al1803
Daniil,Shmatkov,first,,10.20935/al1496
GLADYS,NALANGAN,first,University of the Philippines Los Banos,10.20935/al2218
Ehikioya Hilary,Osolase,first,Universiti Putra Malaysia,10.20935/al1595
Joseph,Ekiye,first,Niger Delta University,10.20935/al1352
Sunday Adebayo,Alayemi,first,The Federal Polytechnic Department of Accountancy,10.20935/al1132
Hussain Adedayo,Salaudeen,additional,The Federal Polytechnic Department of Accountancy,10.20935/al1132
Bobat,Alaeddin,first,,10.20935/al1968
Carmela,Milano,first,,10.20935/al2242
Maneesha,Linto,first,,10.20935/al1339
Peter,Paccione,first,,10.20935/al1408
Roelvis,Ortiz Núñez,first,"Institute of Scientific and Technological Information. Havana, Cuba",10.20935/al1658
Wangchuk,Chungyalpa,first,,10.20935/al1817
Lesly R.,Krome,first,,10.20935/al1432
Sadia,Munir,first,,10.20935/al1035
Patricia,Eichler,first,Universidade Federal do rio Grande do Norte (UFRN) and Universidade federal da Bahia (UFBA),10.20935/al1465
Christofer,Barker,additional,EcoLogicproject,10.20935/al1465
Helenice,Vital,additional,Universidade Federal do rio Grande do Norte (UFRN),10.20935/al1465
Charles,Parkinson,first,,10.20935/al1898
Dr. M. John,Roobol,first,Retired Geologist,10.20935/al1461
Scott,Henstrand,first,,10.20935/al1814
June Philip,Ruiz,first,,10.20935/al1222
Glenn,Cruz,additional,,10.20935/al1222
Roderick,Napulan,additional,,10.20935/al1222
Taylor A.,"Cisco, Jr.",first,,10.20935/al1030
Joe,Breider,first,DBA,10.20935/al1682
Patrizia,Piredda,first,,10.20935/al1384
Hardson,Kwandayi,first,Lupane State University,10.20935/al1771
Diego Andrés,Carrera Barragán,first,"Universidad Nacional de Chimborazo, Riobamba-Ecuador",10.20935/al1611
Alexis,Riley,first,,10.20935/al1769
Victor,Beker,first,,10.20935/al1982
Mark,Cole,first,,10.20935/al1937
partha,sarathi,first,,10.20935/al1864
Ufuk,Karaca,first,,10.20935/al1931
Philip,Højme (Hoejme),first,"GSSR, IFiS, PAN.",10.20935/al1590
Nishat,Shermin,first,,10.20935/al1780
SK Nafiz,Rahaman,additional,,10.20935/al1780
Stephen,Apanga,first,"Department of Community Health and Family Medicine School of Medicine and Health Sciences, University for Development Studies Tamale, Ghana",10.20935/al1460
Juventus,Ziem,additional,"Department of Clinical Microbiology School of Medicine and Health Sciences, University for Development Studies Tamale, Ghana.",10.20935/al1460
Michel,Clasquin-Johnson,first,,10.20935/al1824
Leonid,Shaikhet,first,,10.20935/al1307
George,Nasios,first,,10.20935/al1022
Muhammad,Faraz uddin,first,,10.20935/al1768
Robert,Kaplan,first,"Graduate School of Medicine, University of Wollongong, Australia",10.20935/al2363
Hans,Beekmans,first,,10.20935/al1804
Lakshmi,A K,first,,10.20935/al1318
Sonjai,Kumar,first,,10.20935/al2234
Artemis,Archontogeorgi,first,,10.20935/al1651
Paul,Zelevansky,first,,10.20935/al1140
Danielle,Terceiro,first,,10.20935/al2053
Lalit,Mahatma,first,Navsari Agricultural University,10.20935/al2303
Dnyaneshwar,Pawar,additional,Navsari Agricultural University,10.20935/al2303
Vinay,Patel,additional,Navsari Agricultural University,10.20935/al2303
Harshal,Patel,additional,Navsari Agricultural University,10.20935/al2303
Nitin,Patel,additional,Navsari Agricultural University,10.20935/al2303
Rupal,Patel,additional,Navsari Agricultural University,10.20935/al2303
Mahesh,Mahatma,additional,Navsari Agricultural University,10.20935/al2303
Kristina,"Brimer, M.Ed.",first,,10.20935/al2433
Serelda,Swart,first,,10.20935/al1562
Salisu Ojonemi,PAUL,first,"Faculty of Social Sciences, University of Nigeria, Nsukka",10.20935/al1913
Victor Alewo,ADOJI,additional,"Faculty of Social Sciences, University of Nigeria, Nsukka",10.20935/al1913
Jessica,Randall,first,,10.20935/al1877
Neda,Moayerian,first,Virginia Tech Institute for Policy and Governance and Center for Economic and Community Engagement,10.20935/al1429
Max,Stephenson Jr.,additional,Virginia Tech Institute for Policy and Governance and Virginia Tech School of Public and International Affairs,10.20935/al1429
Patrick,Agbedejobi,first,,10.20935/al1548
Jorge I.,Domínguez,first,,10.20935/al1532
Alexandra,Carneiro,first,,10.20935/al1794
Shibabrata,Pattanayak,first,"Assistant Director, ARD (Vet. Research and Investigation) Govt. of West Bengal, India.",10.20935/al1617
Brandon,Naylor,first,Wayne State University,10.20935/al1557
Peter (Casimir),Zielinski,first,,10.20935/al2137
Anthony,Tee,first,,10.20935/al2069
Raj Sekhar,Aich,first,"Professor at SNU, www.rajsekharaich.com",10.20935/al2494
Daryl Niko,Cempron,first,"Child and Adolescent Development Lecturer, Central Mindanao University 8710, Philippines",10.20935/al1738
Aindrila,Chakraborty,first,,10.20935/al2088
Peter,Devenish-Meares,first,Queensland University of Technology,10.20935/al1553
Siraj,Shek-Mohammed,additional,"Meta Agricultural Office, School of Animal and Range Sciences, Haramaya University, Haramaya, Ethiopia, P. O. Box 138, Dire Dawa, Ethiopia",10.20935/al4814
Nathan,Schilaty,first,University of South Florida,10.20935/al4881
David,Hedges,additional,Billings Clinic,10.20935/al4881
Yasser A.,Gomaa,first,"Assiut University, Egypt and University of Bahrain, Kingdom of Bahrain",10.20935/al4825
Alan,Miller,first,"Advisor, Climate Finance Advisors",10.20935/al4805
Yusmila Adalina,Hernández Fernández,additional,,10.20935/al4780
Hany Raisely,Pérez Bruno,additional,,10.20935/al4780
Leevun,Solomon,additional,"Department of Geography, The University of the West Indies at St. Augustine Trinidad and Tobago",10.20935/al4724
Adeyemi,Akande,first,University of Lagos,10.20935/al4687
Muhammad Nabeel,Amjad,first,"Institut Pasteur of Shanghai, Chinese Academy of Sciences",10.20935/al4686
Sabiha,Irum,additional,National College of Business Administration and Economics,10.20935/al4686
Hammad,Ul Hussan,additional,University of Chinese Academy of Sciences,10.20935/al4686
Vijay,Devra,first,"Janki Devi Bajaj Government Girls College, Kota, Rajasthan, India",10.20935/al4689
Md. Abdul,Qader,first,"Asst. Professor, Tarash College, National University, Bangladesh",10.20935/al4723
Joseph,Tunji,first,Columbia International University,10.20935/al4718
Otmane,Azeroual,first,German Center for Higher Education Research and Science Studies (DZHW),10.20935/al4532
Nitish,Verma,first,Essence Networks Limited,10.20935/al4614
Richard H.,Warren,additional,Lockheed Martin Corporation (Retired),10.20935/al4635
Dmitry,Pozhidaev,additional,United Nations Capital Development Fund and Makerere University (Uganda),10.20935/al4699
Carlisle,Moody,first,Economics Department College of William and Mary and Crime Prevention Research Center,10.20935/al4888
John,Lott,additional,Crime Prevention Research Center,10.20935/al4888
Enayat A.,Shabani,first,Tehran University of Medical Sciences (TUMS),10.20935/al3587
Jaleh,Panahi,additional,Tehran University of Medical Sciences (TUMS),10.20935/al3587
Joshua Ebere,Chukwuere,first,,10.20935/al3579
Andrew A.,Zekeri,first,Tuskegee University,10.20935/al3751
Md. Sohel,Rana,additional,"URP Discipline, Khulna University, Bangladesh",10.20935/al3736
Bridget Nduta,Mwaniki,additional,"Nutrition and Dietetics Lecturer, Kenya Medical Training College, Kabarnet Campus, Baringo County",10.20935/al3834
Philip,Kiilu,additional,Kenyatta University,10.20935/al3775
Queenie,Demillo,first,Jose Rizal University,10.20935/al3535
Sara,Arafa,first,"Department of Biology, Faculty of Applied Sciences, Umm Al-Qura University, Makkah, Saudi Arabia",10.20935/al4707
Khaled,Elbanna,additional,"Department of Agricultural Microbiology, Faculty of Agriculture, Fayoum University, Fayoum, Egypt",10.20935/al4707
Hussein,Abulreesh,additional,"Department of Biology, Faculty of Applied Science, Umm Al-Qura University, Makkah, Saudi Arabia",10.20935/al4707
Alan,McGowan,additional,The New School,10.20935/al4642
Rosina-Martha,Csöff,additional,,10.20935/al4590
Tom,Fowler,first,Ball State University,10.20935/al3771
Wen,Wen,first,USAID Sustainable Ecosystems Advanced (SEA) Project,10.20935/al4145
Brianna,Bambic,additional,National Geographic Society,10.20935/al4145
Alan,White,additional,USAID Sustainable Ecosystems Advanced (SEA) Project,10.20935/al4145
Rudo,Mukurazhizha,first,"Midlands State University, Zimbabwe",10.20935/al4027
Francis,Maushe,additional,Bindura University of Science Education,10.20935/al4027
Víctor,Torres Cuzcano,first,Universidad Nacional Mayor de San Marcos,10.20935/al4292
Emre,Ok,first,Vrije Universiteit Brussel (VUB),10.20935/al4473
Anne-Marie,Raskin,first,"University of Nevada, Las Vegas",10.20935/al4466
Anastasia,Jerbic,additional,"University of Nevada, Las Vegas",10.20935/al4466
Tao,Li,first,"School of History, Wuhan University",10.20935/al4232
Lucky,Odume,additional,,10.20935/al4646
Michael,Selivatchov,first,"Professor in the National Academy of Fine Art and Architecture, Kiev",10.20935/al4769
Alona,Lebedieva,additional,"Designer, Independent Researcher, Kiev",10.20935/al4769
Bogdan,Jankovic,first,,10.20935/al3252
Aruna,Kainyande,first,,10.20935/al3385
Fabíolla Xavier Rocha,Ferreira Lima,first,UFG,10.20935/al2741
Patricia Sousa,Marques,additional,PUC GOIÁS,10.20935/al2741
Mustafa,Javed,first,,10.20935/al3957
Maite,Garcia-Valles,first,"Dept. de Mineralogia, Petrologia i Geologia Aplicada, Facultat de Ciències de la Terra, Universitat de Barcelona, Carrer Martí i Franquès, s/n 08028 Barcelona, Spain",10.20935/al4146
Nuria,Roca,additional,"Dept. Biologia Evolutiva, Ecologia i Ciències Ambiental, Facultat de Biologia, Universitat de Barcelona, Av. Diagonal 643, 08028 Barcelona, Spain",10.20935/al4146
Pura,Alfonso,additional,"Dept. Enginyeria Minera, Industrial i TIC, Universitat Politècnica de Catalunya, Edifici MN1. Av. de les Bases de Manresa, 61-73, 08242 Manresa, Barcelona, Spain",10.20935/al4146
Antoni,Calafat,additional,"Dept. de Dinàmica de la Terra i de l'Oceà, Facultat de Ciències de la Terra, Universitat de Barcelona, Carrer Martí i Franquès, s/n 08028 Barcelona, Spain",10.20935/al4146
Telm,Bover-Arnal,additional,"Dept. de Mineralogia, Petrologia i Geologia Aplicada, Facultat de Ciències de la Terra, Universitat de Barcelona, Carrer Martí i Franquès, s/n 08028 Barcelona, Spain",10.20935/al4146
Mª Teresa,Calvet-Pallas,additional,"Dept. de Mineralogia, Petrologia i Geologia Aplicada, Facultat de Ciències de la Terra, Universitat de Barcelona, Carrer Martí i Franquès, s/n 08028 Barcelona, Spain",10.20935/al4146
Elisabet,Playà,additional,"Dept. de Mineralogia, Petrologia i Geologia Aplicada, Facultat de Ciències de la Terra, Universitat de Barcelona, Carrer Martí i Franquès, s/n 08028 Barcelona, Spain",10.20935/al4146
Marta,Guinau,additional,"Dept. de Dinàmica de la Terra i de l'Oceà, Facultat de Ciències de la Terra, Universitat de Barcelona, Carrer Martí i Franquès, s/n 08028 Barcelona, Spain",10.20935/al4146
Xavier,Delclòs,additional,"Dept. de Dinàmica de la Terra i de l'Oceà, Facultat de Ciències de la Terra, Universitat de Barcelona, Carrer Martí i Franquès, s/n 08028 Barcelona, Spain",10.20935/al4146
Martin,Rios,additional,"Dept. Genètica, Microbiologia i Estadística, Facultat de Biologia, Universitat de Barcelona, Av. Diagonal, 643, 08028 Barcelona, Spain",10.20935/al4146
Alex,Pereira de Araújo,additional,Doctor by Universidade Estadual do Sudoeste da Bahia,10.20935/al4367
Dr. R. Brian,Rickett,first,"MIKRA Research Laboratory, LLC",10.20935/al2856
Dr. Mark,Farnadi-Jerusálmi,additional,"MIKRA Research Laboratory, LLC",10.20935/al2856
Avraham,Deutsch,additional,"MIKRA Research Laboratory, LLC",10.20935/al2856
Mansour,Karkoub,additional,Mechanical Engineering Program - Texas A and M University,10.20935/al515
Limkile,Mpofu,first,University of KwaZulu-Natal,10.20935/al4671
AMAN,MALIK,additional,Jindal Global Law School,10.20935/al3653
Jean-Yves,Maleuvre,additional,,10.20935/al3656
John,Wijngaards,first,Wijngaards Institute for Catholic Research,10.20935/al4118
George Mwika,Kayange,additional,Southern Africa Federation of the Disabled (SAFOD),10.20935/al4067
Tadd,Fernée,additional,"Université de Tours, France",10.20935/al3497
